"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 22 13:47:30 CST 2021","Fri Jan 22 13:48:14 CST 2021","44019","case","test_douban","TestDouBanLogin","","","test_case_01",""
